1 0 2 2 2 0 0 2 1 2 2 1 0 2 1 0 1 1 0 1 2 1 1 0 1 0 1 2 1 0 1 2 0 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 1 1 0 1 1 0 2 0 2 1 2 1 0 0 2 0 2 0 0 2 2 2 2 2 2 0 1 1 0 0 0 1 0 0 0 1 1 0 1 1 2 0 0 1 0 1 0 0 2 2 1 1 2 1 1 1 2 2 0 2 0 0 1 2 1 2 2 2 0 0 1 2 1 2 0 2 1 1 1 2 0 2 1 1 1 2 2 1 1 1 2 1 2 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 2 1 1 2 26
1 0 2 2 2 0 0 2 1 1 2 1 0 2 1 0 1 1 0 1 1 1 1 1 2 0 1 2 1 0 1 2 0 0 0 2 1 2 1 1 0 1 1 2 1 2 2 1 1 1 1 1 2 0 2 0 2 1 2 1 0 1 2 0 2 2 2 1 2 2 1 2 2 0 1 1 2 2 0 1 0 0 2 2 1 0 1 1 2 2 0 1 0 1 0 2 2 2 1 1 2 1 1 1 2 2 2 2 0 0 2 1 1 2 2 1 0 2 1 1 1 1 0 2 1 1 1 2 0 2 2 2 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 1 2 1 2 46
0 2 1 1 1 2 2 1 0 0 1 0 2 1 0 2 0 0 2 0 0 2 2 1 0 2 0 1 0 2 0 1 2 2 2 2 0 2 0 0 2 0 0 2 0 2 1 0 0 0 2 0 0 2 1 2 1 0 1 0 2 2 1 2 1 2 2 1 1 1 0 1 1 2 0 0 2 2 2 0 2 2 2 2 0 2 0 0 1 2 2 0 2 0 2 2 1 1 0 0 1 0 0 0 1 1 2 1 2 2 1 0 0 1 1 0 2 2 0 0 0 0 2 1 0 0 0 1 2 1 2 1 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 0 2 0 2 0 2 0 2 0 1 9
1 0 2 2 2 0 0 2 1 1 2 1 0 2 1 0 1 1 0 1 1 2 2 2 2 0 1 2 1 0 1 2 0 0 0 0 1 0 1 1 0 1 1 0 1 0 0 1 1 1 2 1 1 0 2 0 2 1 2 1 0 2 2 0 2 0 0 1 2 2 2 2 2 0 1 1 0 0 0 1 0 0 0 0 1 0 1 1 2 0 0 1 0 1 0 0 2 2 1 1 2 1 1 1 2 2 0 2 0 0 2 1 1 2 2 1 0 0 1 1 1 1 0 2 1 1 1 2 0 2 0 2 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 1 2 1 0 2 0 1 2 15
2 0 1 1 1 0 0 1 2 2 1 2 0 1 2 0 2 2 0 2 2 2 2 2 2 0 2 1 2 0 2 1 0 0 0 0 2 0 2 2 0 2 2 0 2 0 2 2 2 2 0 2 2 0 1 0 1 2 1 2 0 0 1 0 1 0 0 2 1 1 2 1 1 0 2 2 0 0 0 2 0 0 0 0 2 0 2 2 2 0 0 2 0 2 0 0 1 1 2 2 1 2 2 2 2 1 0 1 0 0 2 2 2 1 1 2 0 0 2 2 2 2 0 1 2 2 2 1 0 1 0 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 2 0 2 0 2 0 2 0 2 1 16
0 2 1 1 1 2 2 1 0 0 1 0 2 1 0 2 0 0 2 0 0 1 1 2 2 2 0 1 0 2 0 1 2 2 2 2 2 2 0 0 2 0 0 2 0 2 2 0 0 0 2 0 2 2 1 2 1 0 1 0 2 2 1 2 1 2 2 0 1 1 0 1 1 2 0 0 2 2 2 0 2 2 2 2 0 2 0 0 1 2 2 0 2 0 2 2 1 1 0 0 0 0 0 0 1 1 2 1 2 2 2 0 0 1 0 0 2 2 0 0 0 0 2 1 0 0 0 1 2 1 2 2 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 0 2 0 2 0 2 0 2 0 1 11
2 0 1 1 1 0 0 1 2 2 1 0 0 1 2 0 2 2 0 2 2 0 0 0 2 0 2 1 2 0 2 1 0 0 0 0 2 0 2 2 0 2 2 0 2 0 2 2 2 2 0 2 2 0 1 0 1 2 1 2 0 0 1 0 1 0 0 1 1 1 2 1 1 0 2 2 0 0 0 2 0 0 0 0 2 0 2 2 1 0 0 2 0 2 0 0 1 1 2 2 1 2 2 2 1 1 0 1 0 0 1 2 2 1 1 2 0 0 2 2 2 2 0 1 2 2 2 1 0 1 0 1 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 2 0 2 0 1 0 2 0 2 1 13
1 0 2 2 2 0 0 2 1 2 2 1 0 2 1 0 1 1 0 1 1 1 1 1 0 0 1 2 1 0 1 2 0 0 0 0 0 0 1 1 0 1 1 0 1 0 0 1 1 1 0 1 1 0 2 0 2 1 2 1 0 0 2 0 2 0 0 1 2 2 1 2 2 0 1 1 0 0 0 1 0 0 0 0 1 0 1 1 2 0 0 1 0 1 0 0 2 2 1 1 2 1 1 1 2 2 0 2 0 0 2 2 1 2 2 2 0 0 1 1 1 2 0 2 1 1 1 2 0 2 0 2 1 1 1 1 1 1 2 1 2 0 0 0 0 0 0 0 0 0 1 0 1 0 2 0 1 0 1 2 12
2 1 0 0 0 1 1 0 2 2 2 2 1 0 2 1 2 2 1 2 2 2 2 2 2 1 2 2 2 1 2 0 1 1 1 1 2 1 2 2 1 2 2 1 2 1 2 2 2 2 1 2 2 1 0 1 0 2 2 2 1 1 0 1 0 1 1 2 0 0 2 0 0 1 2 2 1 1 1 2 1 1 1 1 2 1 2 2 0 1 1 2 1 2 1 1 0 0 2 2 1 2 2 2 0 0 1 0 1 1 1 2 2 0 0 2 1 1 2 2 2 2 1 0 2 2 2 0 1 0 1 1 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 2 1 2 1 2 1 2 1 2 0 20
0 2 1 1 1 2 2 1 0 1 1 2 2 1 0 2 0 0 2 0 1 1 1 1 1 2 0 1 0 2 0 1 2 2 2 2 2 2 0 0 2 0 0 2 0 2 2 0 0 0 2 0 2 2 1 2 1 0 1 0 2 2 1 2 1 2 2 2 1 1 2 1 1 2 0 0 2 2 2 0 2 2 2 2 0 2 0 0 1 2 2 0 2 0 2 2 1 1 0 0 1 0 0 0 1 1 2 1 2 2 2 1 0 1 1 0 2 2 0 1 0 0 2 1 0 0 0 1 2 1 2 2 0 1 1 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 0 2 0 2 2 2 2 2 0 1 36
