1 1 1 1 1 1 1 1 1 1 1 1 2 1 0 0 0 0 2 0 0 0 2 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 1 1 1 2 1 1 1 1 1 2 1 1 1 1 0 2 0 0 0 0 2 0 2 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 2 0 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 0 2 0 0 0 0 2 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 23
1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 0 0 0 0 2 0 0 0 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 2 2 2 2 2 2 2 1 2 1 2 1 1 0 0 0 0 2 0 0 0 2 2 2 2 2 1 0 1 1 1 1 1 1 1 1 2 1 1 1 1 2 2 2 2 2 2 1 2 2 2 2 2 0 1 0 2 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2 0 2 0 0 0 0 0 0 48
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 0 2 0 0 2 0 0 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 0 2 2 2 2 2 2 2 2 2 0 0 0 0 2 0 0 2 0 2 0 0 0 0 1 1 1 2 1 1 1 1 1 1 1 0 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 0 0 2 2 2 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 0 2 2 2 2 2 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 38
0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 2 2 2 2 2 2 2 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 0 0 0 2 2 0 1 0 0 2 0 0 0 0 2 2 2 2 2 2 2 2 1 2 2 2 2 2 1 1 1 1 2 1 1 1 1 1 1 2 1 0 1 0 1 0 0 0 0 0 0 2 0 0 0 0 2 2 2 2 2 2 2 1 2 2 2 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 1 1 1 1 2 1 1 1 1 1 1 1 1 27
1 1 1 1 1 1 1 1 1 1 1 1 2 1 0 0 1 0 0 0 0 0 2 0 0 0 0 0 2 2 1 2 2 2 2 2 2 2 2 1 1 1 2 1 1 1 1 1 2 1 1 1 1 0 2 0 0 0 0 2 0 2 1 0 0 0 0 2 2 2 1 2 2 2 2 2 2 2 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 2 0 0 2 0 2 1 2 2 2 2 2 2 2 1 2 2 2 2 1 1 1 1 1 1 1 0 1 0 0 0 0 2 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 25
0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 2 1 1 1 1 1 2 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 0 0 0 1 1 0 2 0 0 2 0 0 0 0 1 1 1 1 1 1 1 1 2 2 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 1 2 0 2 0 2 0 0 0 0 0 0 1 0 0 2 0 1 1 1 1 1 1 1 1 1 1 1 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 1 2 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 31
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 1 1 1 1 1 2 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2 0 0 0 0 2 0 0 0 0 1 1 1 1 1 1 1 1 2 2 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 0 0 0 0 0 0 0 0 2 0 0 2 0 1 1 1 1 1 1 1 2 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 20
1 1 1 1 1 1 1 1 1 1 1 1 2 1 0 0 2 0 2 0 0 0 2 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 1 1 1 2 2 1 2 1 1 1 1 1 1 1 0 2 0 0 0 0 2 0 2 2 0 0 0 0 2 2 2 1 2 2 2 2 2 2 2 2 2 1 2 1 2 1 1 1 1 1 1 2 1 1 2 1 0 0 0 0 0 0 0 2 0 0 2 0 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 0 0 0 0 0 0 2 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 39
1 1 1 1 1 1 1 1 1 1 1 1 2 1 0 0 2 0 2 0 0 0 2 0 0 0 0 0 1 2 2 2 2 2 2 1 2 2 2 1 1 1 2 1 1 1 1 1 2 1 1 1 1 0 2 0 0 0 0 2 0 2 2 0 0 0 0 2 2 2 2 2 2 2 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 2 0 0 2 0 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 0 0 0 0 0 0 2 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 26
0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 0 0 0 2 0 0 2 0 0 2 0 0 0 0 1 2 1 1 1 1 2 1 1 2 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 1 1 1 1 1 1 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 21
