0.515,2.210,-1.000
-0.066,-1.190,-1.000
-0.135,-1.100,-1.000
0.054,-1.010,-1.000
-0.195,1.310,-1.000
0.812,-0.751,1.000
2.810,1.300,1.000
-0.451,1.720,-1.000
1.780,1.010,1.000
-0.636,1.350,-1.000
0.616,-1.070,1.000
0.235,0.772,1.000
0.782,-0.139,1.000
1.710,0.022,-1.000
0.021,-0.973,-1.000
-0.707,-1.430,-1.000
-0.610,0.009,1.000
1.030,0.280,-1.000
-0.021,-1.140,-1.000
0.021,1.230,-1.000
-0.556,-0.505,1.000
0.237,0.037,1.000
-0.728,-0.760,1.000
-0.306,2.280,-1.000
1.460,-0.111,-1.000
-0.896,0.207,1.000
-0.658,-1.310,-1.000
0.017,-0.639,1.000
1.450,0.398,-1.000
-0.581,-0.182,1.000
-0.212,-1.180,-1.000
-1.210,0.357,1.000
1.200,0.286,-1.000
1.120,-0.659,1.000
-0.172,-1.310,-1.000
1.410,0.258,-1.000
-1.660,-0.560,1.000
-0.856,-0.664,1.000
-1.570,-1.470,1.000
-1.700,-1.790,1.000
-0.329,-0.858,-1.000
-0.765,-1.130,-1.000
-1.490,-0.498,1.000
-0.496,-1.090,-1.000
0.391,-0.090,1.000
0.835,1.240,-1.000
0.814,0.817,-1.000
-0.527,0.887,-1.000
1.850,-0.377,-1.000
1.210,-1.240,1.000
1.520,0.315,-1.000
0.545,1.280,-1.000
1.700,-0.554,-1.000
-1.280,-0.471,1.000
1.430,0.498,-1.000
-0.652,1.140,-1.000
0.468,0.986,-1.000
-0.448,0.910,-1.000
-0.984,-0.807,-1.000
-0.710,-0.874,1.000
0.624,1.100,-1.000
1.490,-0.156,-1.000
1.350,1.330,1.000
1.300,-0.346,-1.000
1.040,0.779,-1.000
-0.987,-0.863,1.000
1.370,1.290,1.000
-0.855,-1.330,-1.000
0.830,1.670,1.000
-0.173,1.590,-1.000
1.420,0.374,-1.000
-0.253,-0.406,1.000
0.208,-0.427,1.000
-1.330,-0.392,1.000
0.039,-1.260,-1.000
0.889,-0.566,1.000
-0.879,0.499,1.000
1.370,1.450,1.000
2.460,1.210,1.000
-0.784,0.969,-1.000
0.606,1.770,1.000
0.796,0.429,1.000
-1.500,0.282,1.000
1.660,0.243,-1.000
0.152,1.530,-1.000
-1.200,0.455,-1.000
-1.150,-0.050,1.000
1.790,-0.102,-1.000
-0.149,-1.200,-1.000
-1.570,-0.401,1.000
-0.720,0.189,1.000
-0.451,1.700,-1.000
-0.353,-0.836,-1.000
-1.490,0.555,-1.000
0.518,1.410,-1.000
-0.021,0.704,1.000
0.560,1.180,-1.000
0.165,-0.405,1.000
-1.780,-0.607,1.000
-0.314,-0.720,-1.000
0.395,1.350,1.000
-1.110,0.655,1.000
-0.152,-0.669,-1.000
-1.010,-1.270,1.000
-1.720,-0.410,1.000
-1.080,0.114,1.000
0.735,1.630,1.000
-1.370,-0.205,1.000
-1.750,0.318,-1.000
0.326,1.450,-1.000
-0.001,2.000,1.000
-0.071,1.410,-1.000
-1.010,-0.155,1.000
-0.715,0.086,1.000
-0.790,-0.823,-1.000
0.962,0.851,-1.000
-0.418,-1.260,-1.000
-0.821,-0.855,1.000
-0.519,-0.799,-1.000
-0.628,0.601,1.000
-1.210,-0.934,-1.000
0.595,1.020,-1.000
-0.234,-0.656,1.000
-1.160,0.469,1.000
-0.245,-1.180,-1.000
1.040,0.816,-1.000
0.332,-0.690,1.000
0.554,1.190,-1.000
0.842,-0.372,1.000
-1.720,0.142,1.000
-1.400,-0.370,1.000
0.317,-1.130,-1.000
-0.499,-1.310,-1.000
1.800,1.530,1.000
1.250,-0.146,1.000
0.822,0.192,-1.000
-0.807,1.120,-1.000
-1.410,-0.357,1.000
1.260,-0.328,1.000
-1.020,0.619,-1.000
0.786,1.310,-1.000
0.341,-1.320,-1.000
-0.507,1.240,-1.000
1.080,0.839,-1.000
0.276,-0.218,1.000
-0.845,-0.003,1.000
1.310,-1.080,1.000
-1.690,-1.270,1.000
-0.396,-1.450,-1.000
1.710,1.170,1.000
-1.670,-1.730,1.000
0.073,-0.002,1.000
-1.520,-1.150,1.000
0.291,-0.795,-1.000
-0.847,-0.871,-1.000
0.957,-0.572,1.000
0.740,1.200,1.000
0.415,-1.000,-1.000
1.410,-0.447,-1.000
0.183,-1.210,-1.000
-1.610,-0.390,1.000
-0.795,1.170,-1.000
-0.651,-0.528,1.000
-2.090,0.604,-1.000
0.614,0.908,-1.000
0.424,0.547,1.000
-1.770,-0.923,1.000
-1.230,-0.977,-1.000
0.060,2.060,1.000
-0.472,0.267,1.000
1.230,-0.058,1.000
0.121,1.630,-1.000
-1.510,-0.196,1.000
-1.010,-1.360,-1.000
0.044,2.030,1.000
1.750,0.016,-1.000
-0.025,-0.765,-1.000
-0.043,0.605,1.000
-0.785,-0.361,1.000
-0.618,-0.506,1.000
-1.780,-1.490,1.000
2.030,-0.427,-1.000
0.258,0.309,1.000
-0.472,-0.020,1.000
-1.130,0.164,1.000
-0.061,-1.400,-1.000
0.096,-1.380,-1.000
-1.450,-0.070,1.000
-0.566,-1.620,-1.000
0.247,-0.233,1.000
1.410,0.900,-1.000
0.379,-0.755,-1.000
-1.870,-0.555,1.000
-0.719,0.242,1.000
-1.500,0.085,1.000
-0.921,-1.190,-1.000
0.318,0.621,1.000
0.258,0.482,1.000
-1.580,0.588,-1.000
0.463,0.498,-1.000
0.592,0.973,-1.000
0.637,1.550,1.000
0.698,1.020,-1.000
0.482,-0.653,1.000
-1.630,0.293,-1.000
-0.316,0.177,1.000
-1.940,-1.030,1.000
-0.994,0.192,1.000
0.310,0.570,1.000
0.995,-1.630,1.000
-1.070,-0.456,1.000
-0.787,-0.113,1.000
0.137,-0.247,1.000
0.387,1.710,-1.000
-0.146,-0.869,-1.000
-1.780,-0.572,1.000
1.210,1.280,-1.000
-0.505,1.170,-1.000
-0.425,0.996,1.000
0.663,1.700,-1.000
-0.093,1.520,-1.000
-0.715,-1.490,-1.000
0.743,-1.180,1.000
0.191,1.720,-1.000
-1.020,0.968,-1.000
-1.700,0.869,-1.000
-0.529,-1.220,-1.000
0.724,0.417,-1.000
-0.852,1.320,-1.000
1.100,-0.364,1.000
-1.920,-1.500,1.000
1.030,-0.209,-1.000
-0.054,-1.450,-1.000
-0.606,-0.546,1.000
1.400,0.377,-1.000
1.670,0.974,1.000
0.418,-0.897,1.000
-0.482,0.090,1.000
-1.250,-1.470,-1.000
-1.570,0.679,-1.000
-0.139,-1.270,-1.000
0.598,0.133,1.000
-0.383,-1.040,-1.000
-0.119,-0.842,-1.000
0.924,0.861,-1.000
-0.299,-1.140,-1.000
-0.237,-1.400,-1.000
-0.640,0.705,1.000
0.843,0.634,-1.000
0.340,-1.030,-1.000
-0.944,1.020,-1.000
-0.102,-0.306,1.000
0.995,0.131,1.000
-0.729,1.370,-1.000
-1.310,0.007,1.000
-0.665,0.357,1.000
1.260,-0.181,1.000
-0.121,-1.050,-1.000
-1.950,-0.900,1.000
0.521,0.375,1.000
0.423,1.740,-1.000
0.948,0.985,-1.000
-0.752,0.342,1.000
-1.140,1.160,-1.000
0.283,0.394,1.000
0.904,1.150,-1.000
0.486,0.245,1.000
-1.490,-0.003,1.000
0.224,1.570,1.000
0.160,0.189,1.000
-1.790,-1.460,1.000
0.381,1.550,-1.000
-1.170,-0.556,1.000
-0.806,0.941,-1.000
-0.819,1.260,-1.000
0.804,0.600,-1.000
0.604,0.555,-1.000
-0.902,-0.360,1.000
0.851,0.598,-1.000
-0.815,-0.682,1.000
-0.088,1.170,-1.000
0.934,0.320,-1.000
-1.200,-1.020,-1.000
1.080,0.683,-1.000
0.569,1.440,-1.000
-0.346,-1.500,-1.000
-0.914,0.425,1.000
-0.219,0.524,1.000
1.060,0.842,-1.000
0.739,0.139,1.000
-1.080,1.190,-1.000
-1.420,-1.400,-1.000
-0.198,1.670,1.000
-0.606,-0.997,-1.000
-1.610,-1.130,1.000
-1.020,-1.290,-1.000
1.570,-0.114,-1.000
1.290,1.070,-1.000
0.518,1.700,-1.000
-0.046,1.510,-1.000
0.344,1.490,-1.000
0.995,0.502,-1.000
0.244,-0.690,1.000
0.250,0.466,1.000
-0.274,0.489,1.000
-0.072,-1.080,-1.000
1.890,0.834,1.000
0.655,1.140,-1.000
1.340,-0.261,-1.000
-1.250,0.512,1.000
2.320,1.320,1.000
0.431,-1.560,-1.000
1.190,0.289,-1.000
-0.861,-1.210,-1.000
-1.100,-1.170,-1.000
1.430,0.147,-1.000
1.250,-1.380,1.000
-0.106,-0.933,-1.000
-0.178,-0.238,1.000
-0.520,-1.520,-1.000
-0.421,-0.731,-1.000
-0.560,1.060,-1.000
-0.494,-0.719,-1.000
1.030,0.252,1.000
0.188,0.914,-1.000
-0.046,1.650,-1.000
1.200,1.540,1.000
-1.100,0.322,1.000
-1.930,-0.086,1.000
-0.295,-1.270,-1.000
-1.340,0.595,-1.000
-0.679,0.536,1.000
-0.639,-1.040,-1.000
0.714,-1.190,1.000
0.770,1.400,-1.000
0.234,-0.413,1.000
1.370,1.240,1.000
-0.069,0.931,-1.000
-1.630,0.279,1.000
-1.980,0.875,-1.000
-0.995,-0.937,-1.000
0.507,1.020,-1.000
-0.020,-1.260,-1.000
-1.290,-0.230,1.000
-1.230,-1.300,1.000
0.802,0.133,-1.000
-1.010,-0.771,1.000
-0.329,-0.955,-1.000
1.540,-0.260,-1.000
-1.140,0.915,-1.000
-0.025,0.074,1.000
-0.561,-0.787,1.000
-0.169,-0.135,1.000
-0.215,0.549,1.000
0.414,0.141,1.000
-0.748,-0.034,1.000
-0.981,-1.040,-1.000
0.800,0.662,-1.000
-0.803,-0.782,-1.000
0.097,1.580,1.000
-0.251,0.846,1.000
0.768,-0.917,1.000
-2.100,-0.604,1.000
-2.110,0.193,-1.000
1.140,0.647,-1.000
-1.780,-1.580,1.000
0.512,-1.340,-1.000
-0.926,0.916,-1.000
0.171,1.590,1.000
-0.529,-1.020,-1.000
-0.008,1.760,-1.000
-0.015,-1.150,-1.000
2.170,0.926,1.000
-0.302,-0.116,1.000
-0.087,-1.330,-1.000
1.960,1.280,1.000
-0.749,0.010,1.000
-0.815,0.334,1.000
0.871,1.290,-1.000
0.811,1.070,-1.000
-0.298,0.158,1.000
1.930,1.410,1.000
1.140,-0.083,-1.000
-0.190,-1.420,-1.000
-0.318,0.317,1.000
-0.910,-0.607,1.000
-1.300,1.160,-1.000
0.287,1.450,1.000
0.132,2.000,-1.000
0.167,0.870,-1.000
1.070,0.438,-1.000
-0.213,0.770,1.000
0.282,-1.430,-1.000
-0.424,2.010,-1.000
0.125,2.160,-1.000
0.809,0.942,-1.000
-0.435,-1.080,-1.000
-1.190,1.010,-1.000
0.586,0.402,-1.000
1.310,-1.720,1.000
-0.153,1.970,1.000
0.209,-0.455,1.000
-0.536,1.130,-1.000
-0.066,-1.570,-1.000
1.470,-0.058,-1.000
-0.791,-1.440,-1.000
-0.545,-1.310,-1.000
-0.482,-0.485,1.000
-0.506,-1.200,-1.000
1.290,0.525,-1.000
-0.179,0.190,1.000
-0.268,-1.520,-1.000
-0.834,-0.258,1.000
0.121,-1.300,-1.000
1.540,1.240,1.000
-0.166,-0.986,-1.000
-1.620,0.593,-1.000
-1.790,-0.124,1.000
-2.030,0.359,-1.000
1.630,-0.430,-1.000
1.070,1.530,-1.000
-0.261,0.204,1.000
-1.140,-1.270,1.000
-1.530,0.679,-1.000
-1.460,-0.298,1.000
-0.695,-0.736,-1.000
-0.476,-1.490,-1.000
1.310,0.328,-1.000
0.018,0.093,1.000
0.289,1.010,-1.000
-0.428,-0.509,1.000
0.595,0.546,1.000
-0.536,1.190,-1.000
0.675,0.886,-1.000
1.240,-1.330,1.000
-0.275,-1.600,-1.000
0.221,0.946,1.000
-0.874,0.719,1.000
0.818,0.845,-1.000
-1.390,-0.282,1.000
-0.533,1.220,-1.000
0.387,1.590,1.000
-0.122,-0.808,-1.000
1.130,1.480,-1.000
-0.119,2.060,1.000
-0.532,-1.170,-1.000
0.837,1.750,1.000
0.561,1.740,1.000
-1.690,-0.175,-1.000
1.020,0.098,-1.000
1.110,1.330,1.000
0.719,0.759,-1.000
-1.070,0.046,1.000
0.027,-0.683,-1.000
-0.390,-1.010,-1.000
0.220,2.080,-1.000
0.893,-0.327,1.000
-0.850,-0.920,-1.000
0.458,-0.709,1.000
0.685,1.690,-1.000
-0.103,-1.710,-1.000
0.085,0.789,1.000
1.240,0.790,-1.000
1.180,0.614,-1.000
-0.968,-0.912,-1.000
-0.549,1.030,-1.000
0.911,-0.832,1.000
1.250,1.200,1.000
0.134,-0.922,-1.000
0.820,1.830,-1.000
-0.520,-1.170,-1.000
0.698,0.784,-1.000
0.207,0.650,1.000
-1.030,0.153,1.000
0.322,1.680,1.000
-0.327,0.612,1.000
-0.553,-0.687,1.000
-0.096,-1.060,-1.000
1.090,0.299,-1.000
-0.240,1.720,1.000
1.430,-0.816,1.000
-1.250,-0.656,1.000
-0.025,-1.500,-1.000
-1.110,0.276,1.000
-0.163,-0.759,-1.000
1.060,-0.232,-1.000
0.144,1.560,-1.000
1.200,-1.560,1.000
0.558,-1.060,1.000
-0.037,-1.320,-1.000
0.922,0.930,-1.000
0.082,-0.398,1.000
1.100,0.253,-1.000
0.975,1.480,-1.000
0.417,-1.540,-1.000
2.530,1.500,1.000
0.381,1.610,1.000
0.913,-0.318,1.000
1.210,-0.774,1.000
-1.030,1.310,-1.000
0.211,-1.280,-1.000
0.624,-1.310,-1.000
0.994,0.073,-1.000
0.005,1.470,-1.000
-0.956,-0.818,1.000
1.520,0.795,-1.000
0.635,1.670,1.000
-1.170,0.222,1.000
1.150,1.160,1.000
0.374,0.966,-1.000
0.425,-1.210,-1.000
-1.920,-1.060,1.000
0.444,1.140,-1.000
-0.310,1.450,-1.000
-0.562,-1.120,-1.000
-1.960,0.445,-1.000
1.120,-0.908,1.000
1.570,-0.079,-1.000
-1.650,-0.069,1.000
0.996,1.460,1.000
0.185,0.617,-1.000
-0.746,-0.930,-1.000
-1.060,-1.240,-1.000
0.711,0.787,-1.000
0.563,0.661,-1.000
-0.198,-0.661,1.000
-0.893,-1.270,-1.000
-0.687,-0.458,1.000
-1.820,-1.780,1.000
0.011,1.660,-1.000
-0.216,-1.380,-1.000
-1.420,0.624,-1.000
1.480,1.780,1.000
-1.640,-1.160,1.000
-0.174,-0.478,1.000
1.220,0.247,-1.000
-1.210,1.270,-1.000
-0.069,-1.300,-1.000
-0.121,-0.498,1.000
-0.798,-1.210,-1.000
-0.216,-0.353,1.000
1.330,1.420,1.000
-0.180,-0.639,-1.000
0.917,0.231,-1.000
1.210,0.227,-1.000
0.834,-0.177,1.000
-0.567,-1.700,-1.000
-0.314,-0.919,-1.000
1.380,-0.645,1.000
-0.793,0.905,1.000
-1.630,-0.363,1.000
0.431,-1.330,-1.000
1.280,0.902,-1.000
1.360,0.482,-1.000
1.720,0.029,-1.000
-0.935,0.321,1.000
1.780,1.190,1.000
-0.218,-1.630,-1.000
2.180,1.210,1.000
-1.090,1.390,-1.000
1.160,-1.080,1.000
0.874,-1.410,1.000
0.204,-1.060,-1.000
0.690,1.570,-1.000
-1.030,-0.357,1.000
-0.201,0.596,1.000
-1.450,-0.046,1.000
1.230,-1.200,1.000
0.840,1.420,-1.000
0.495,-0.281,1.000
-0.687,1.010,-1.000
-0.491,-0.429,1.000
1.310,-0.566,1.000
0.784,0.972,-1.000
1.350,-0.387,1.000
-1.930,0.960,-1.000
1.420,-0.656,-1.000
1.270,-0.747,-1.000
-0.058,-0.904,-1.000
-0.347,-1.500,-1.000
-0.838,0.356,1.000
0.205,-0.471,1.000
1.950,1.090,1.000
1.080,0.148,1.000
-1.770,-0.828,1.000
-0.973,-0.126,1.000
0.575,1.420,1.000
0.614,-0.157,1.000
0.209,0.755,1.000
-0.295,-1.220,-1.000
-1.530,0.795,-1.000
-0.499,-0.241,1.000
1.330,-0.067,-1.000
-0.020,1.920,1.000
-1.360,-0.258,1.000
-0.445,-1.240,-1.000
-0.851,0.189,1.000
0.496,1.520,-1.000
-0.621,1.110,-1.000
-0.804,0.396,1.000
-0.480,0.051,1.000
-0.489,-1.130,-1.000
1.350,-0.518,-1.000
0.971,0.640,-1.000
-0.598,-1.350,-1.000
-0.463,0.023,1.000
1.130,-1.750,1.000
-0.861,-0.862,-1.000
0.275,1.180,-1.000
2.430,1.390,1.000
0.683,1.600,1.000
-0.192,0.791,1.000
0.043,-0.020,1.000
-0.089,1.650,1.000
-1.650,-0.731,1.000
0.409,-1.510,-1.000
-0.983,1.060,-1.000
1.350,0.229,-1.000
-0.177,-1.120,-1.000
0.902,0.947,-1.000
1.770,1.590,1.000
1.190,-0.278,-1.000
0.548,-0.959,-1.000
1.540,1.750,1.000
0.590,-0.796,1.000
-0.337,1.480,-1.000
-0.936,-1.500,-1.000
1.700,-0.489,-1.000
0.057,-0.134,1.000
-0.509,-0.824,-1.000
0.747,-1.050,1.000
-0.937,-0.086,1.000
-0.705,0.129,1.000
-1.790,-0.073,1.000
1.150,1.490,1.000
-0.239,-0.619,-1.000
0.395,0.086,-1.000
0.409,-0.057,1.000
0.793,0.836,-1.000
-0.530,-0.944,-1.000
-0.162,-1.240,-1.000
-0.660,1.410,-1.000
-1.510,-1.160,1.000
-0.100,1.970,1.000
-1.180,0.862,-1.000
1.290,-0.499,-1.000
-1.760,-1.170,1.000
0.841,-0.078,1.000
-0.603,1.300,-1.000
1.060,-0.690,1.000
-0.753,-1.250,-1.000
0.799,-0.990,1.000
-0.020,-1.420,-1.000
-0.347,-1.130,-1.000
-0.776,0.127,1.000
1.560,-0.367,1.000
-0.274,-0.990,-1.000
-0.843,1.400,-1.000
1.720,-0.793,-1.000
-0.111,-1.330,-1.000
-0.710,0.465,1.000
-0.711,0.465,1.000
1.000,-0.090,-1.000
-1.870,-1.320,1.000
-1.370,0.645,-1.000
-1.210,-0.854,1.000
1.500,-0.380,-1.000
-1.700,-0.569,1.000
1.790,-0.459,-1.000
-1.580,0.272,-1.000
-0.595,1.460,-1.000
0.636,0.756,-1.000
0.136,-1.490,-1.000
-0.811,-1.150,-1.000
1.020,0.054,-1.000
0.535,1.460,1.000
-1.600,0.788,-1.000
0.714,-1.080,1.000
-1.270,-0.688,1.000
1.120,-0.447,1.000
-1.360,-0.324,1.000
0.308,-1.060,-1.000
-2.170,-0.523,1.000
-0.816,0.562,-1.000
-0.315,-1.300,-1.000
-1.460,-0.108,1.000
1.050,0.397,-1.000
-1.540,0.503,-1.000
0.751,0.608,-1.000
0.089,-1.100,-1.000
-0.625,1.380,-1.000
-0.524,-0.857,-1.000
0.544,-0.842,1.000
1.060,-0.055,1.000
2.210,1.020,1.000
2.290,1.320,1.000
-1.620,-1.160,1.000
-0.020,-1.220,-1.000
0.095,-1.390,-1.000
-0.317,1.770,-1.000
-1.570,0.942,-1.000
0.056,-0.479,1.000
-0.325,0.388,1.000
0.426,0.194,1.000
0.478,1.310,1.000
-1.700,0.422,-1.000
-1.280,-1.070,1.000
-0.091,-0.846,-1.000
-0.958,0.536,-1.000
2.220,1.180,1.000
-0.269,-1.470,-1.000
-0.305,0.194,1.000
-0.827,1.230,-1.000
0.541,1.410,-1.000
-1.560,0.514,-1.000
-1.840,-0.958,1.000
-0.695,1.080,-1.000
-1.140,-0.245,1.000
-0.411,-1.340,-1.000
-0.961,-0.102,1.000
1.010,-0.984,1.000
0.125,-1.240,-1.000
0.949,0.422,-1.000
-0.930,0.758,-1.000
0.334,1.040,-1.000
0.308,-0.913,-1.000
-0.878,0.659,-1.000
0.893,0.345,-1.000
-0.917,-1.080,-1.000
-0.989,0.480,-1.000
0.006,-1.140,-1.000
-0.138,-1.030,-1.000
-0.733,-1.340,-1.000
-1.510,-0.769,1.000
1.210,-0.271,-1.000
0.646,0.778,-1.000
-0.218,-1.050,-1.000
0.616,1.770,1.000
2.290,1.220,1.000
1.700,0.157,-1.000
0.403,0.030,1.000
-1.870,-1.170,1.000
-0.207,-1.370,-1.000
0.420,2.100,-1.000
0.383,-0.824,1.000
0.672,2.030,-1.000
-0.621,1.160,-1.000
0.284,2.310,-1.000
1.900,-0.057,-1.000
1.400,0.541,-1.000
-0.390,-0.209,1.000
-0.783,-1.330,-1.000
0.264,-0.605,1.000
0.941,-0.254,1.000
0.358,-0.887,1.000
0.847,1.400,-1.000
2.180,1.130,1.000
0.652,-0.646,1.000
-1.380,-0.826,1.000
1.370,-0.800,1.000
-0.129,-0.061,1.000
0.187,-1.020,-1.000
0.021,-0.905,-1.000
-1.390,-0.680,1.000
1.240,0.310,-1.000
1.290,-0.120,-1.000
0.471,-0.445,1.000
1.290,0.230,-1.000
0.434,-0.189,1.000
1.070,0.399,-1.000
-1.430,0.091,1.000
2.000,1.710,1.000
-1.040,-1.420,-1.000
0.273,1.680,-1.000
1.210,0.306,-1.000
-0.112,-0.841,1.000
2.250,-1.400,-1.000
1.470,0.486,-1.000
-1.260,-0.296,1.000
-0.974,-0.818,1.000
-0.226,-1.450,-1.000
0.874,-0.769,1.000
0.925,0.895,-1.000
-1.270,-0.704,1.000
-0.431,1.210,-1.000
0.562,0.172,1.000
-0.203,1.260,-1.000
0.399,-0.594,1.000
0.613,1.350,-1.000
0.229,0.613,1.000
-1.670,-0.005,1.000
1.230,-1.400,1.000
0.340,-1.340,-1.000
1.940,-0.650,-1.000
-0.109,-0.884,-1.000
-1.680,1.080,-1.000
-0.171,0.011,1.000
-0.484,0.615,1.000
0.678,0.335,-1.000
-0.488,-1.310,-1.000
-0.079,-1.160,-1.000
0.488,1.310,-1.000
1.330,-1.710,1.000
-1.100,-1.240,-1.000
0.325,-0.033,1.000
-1.010,1.070,-1.000
-0.100,-1.050,-1.000
1.390,-0.013,-1.000
-0.301,1.820,1.000
-0.542,1.120,-1.000
0.941,-0.789,1.000
-0.341,0.062,1.000
1.020,-0.261,1.000
0.433,1.650,1.000
-0.828,-0.820,-1.000
-1.300,0.469,-1.000
-1.750,-1.920,1.000
-0.948,-0.982,-1.000
1.630,-0.251,-1.000
-0.440,-1.300,-1.000
-1.040,0.984,-1.000
-0.555,0.908,-1.000
0.544,1.630,1.000
0.272,0.813,-1.000
0.987,0.858,-1.000
0.226,-1.380,-1.000
0.471,1.390,-1.000
-0.053,-0.017,1.000
-0.303,-0.883,-1.000
0.182,-0.082,1.000
-0.539,1.410,-1.000
2.410,1.260,1.000
-0.246,-0.739,-1.000
-0.508,1.480,-1.000
0.594,1.800,-1.000
0.869,0.576,-1.000
-0.132,-1.370,-1.000
-0.827,-0.506,1.000
-0.738,1.010,-1.000
-1.010,-1.290,-1.000
0.012,-1.090,-1.000
0.422,-0.934,1.000
0.278,0.383,1.000
-0.434,1.980,-1.000
-1.070,0.963,-1.000
1.470,-2.050,1.000
1.260,0.305,-1.000
-0.422,-0.241,1.000
-1.240,-0.010,1.000
-1.330,0.878,-1.000
-0.222,2.470,-1.000
1.410,-0.808,1.000
0.445,-1.380,-1.000
1.960,-0.709,-1.000
1.310,0.628,-1.000
1.340,0.100,-1.000
1.200,-1.650,1.000
-0.248,-1.690,-1.000
-2.190,-1.300,1.000
-1.120,1.100,-1.000
0.981,0.532,-1.000
0.477,0.791,-1.000
0.543,0.913,-1.000
1.240,0.828,-1.000
-1.850,0.545,-1.000
0.066,-1.230,-1.000
-1.180,0.692,-1.000
1.680,-0.320,-1.000
-0.534,-1.400,-1.000
1.140,0.866,-1.000
1.640,0.048,-1.000
0.930,-0.375,1.000
-0.851,0.681,-1.000
0.428,-0.494,1.000
0.816,-0.133,1.000
-1.230,-0.336,1.000
0.466,0.322,1.000
-1.800,-1.620,1.000
-0.055,-1.060,-1.000
-0.102,-0.130,1.000
-0.279,-1.060,-1.000
-1.080,1.310,-1.000
1.630,0.475,-1.000
-0.784,-0.006,1.000
0.746,0.991,-1.000
-1.130,0.654,-1.000
0.851,0.950,-1.000
-1.030,1.010,-1.000
-2.100,-1.060,1.000
2.030,0.984,1.000
0.485,0.635,-1.000
-0.279,-1.250,-1.000
0.397,0.513,1.000
0.405,-1.200,-1.000
-0.461,-1.070,-1.000
-0.634,1.260,-1.000
-0.791,-1.430,-1.000
-0.457,-0.322,1.000
-0.103,0.037,1.000
0.030,1.200,-1.000
-0.068,-0.394,1.000
0.833,-0.057,1.000
-1.260,-0.515,1.000
1.170,1.370,-1.000
1.670,-1.770,1.000
-1.660,-1.520,1.000
-0.391,1.320,-1.000
-0.863,0.174,1.000
1.330,1.510,1.000
0.768,-0.966,1.000
0.930,0.650,-1.000
-0.351,-1.000,-1.000
0.347,0.414,1.000
1.210,0.354,-1.000
-0.241,-0.374,1.000
-1.560,-1.100,1.000
-0.430,-1.400,-1.000
-0.463,-1.200,-1.000
0.159,1.510,-1.000
1.230,2.190,-1.000
0.910,0.665,-1.000
-0.377,0.607,1.000
0.905,-0.551,1.000
0.637,1.250,-1.000
0.513,1.500,-1.000
-0.215,-0.217,1.000
-1.340,0.146,1.000
0.022,1.430,1.000
-0.528,-1.230,-1.000
0.704,-0.910,1.000
-0.411,0.727,1.000
0.535,1.990,-1.000
-0.135,0.071,1.000
