10.000,250.000,2500.000,25.000,0.120,0.603,1.190,301.000,1507.000,253.000,1.000
8.000,148.000,1184.000,18.500,0.196,0.718,1.280,232.000,850.000,181.000,1.000
11.000,26.000,286.000,2.364,0.283,0.888,2.190,81.000,254.000,37.000,1.000
25.000,203.000,5075.000,8.120,0.837,0.929,15.220,4246.000,4713.000,279.000,1.000
10.000,28.000,280.000,2.800,0.375,0.657,2.330,105.000,184.000,45.000,1.000
6.000,95.000,570.000,15.833,0.256,0.768,1.780,146.000,438.000,82.000,1.000
8.000,20.000,160.000,2.500,0.406,0.906,1.860,65.000,145.000,35.000,1.000
7.000,30.000,210.000,4.286,0.295,0.876,1.770,62.000,184.000,35.000,1.000
7.000,59.000,413.000,8.429,0.150,0.576,1.380,62.000,238.000,45.000,1.000
8.000,29.000,232.000,3.625,0.341,0.780,1.930,79.000,181.000,41.000,1.000
87.000,116.000,10092.000,1.333,0.406,0.416,104.950,4093.000,4194.000,39.000,1.000
8.000,53.000,424.000,6.625,0.330,0.894,1.630,140.000,379.000,86.000,1.000
8.000,9.000,72.000,1.125,0.458,0.986,2.200,33.000,71.000,15.000,1.000
10.000,33.000,330.000,3.300,0.318,0.758,2.330,105.000,250.000,45.000,1.000
9.000,70.000,630.000,7.778,0.433,0.851,2.790,273.000,536.000,98.000,1.000
11.000,8.000,88.000,0.727,0.716,1.000,7.880,63.000,88.000,8.000,1.000
8.000,256.000,2048.000,32.000,0.124,0.563,1.260,253.000,1153.000,200.000,1.000
8.000,36.000,288.000,4.500,0.559,0.944,3.040,161.000,272.000,53.000,1.000
11.000,12.000,132.000,1.091,0.492,0.750,4.330,65.000,99.000,15.000,1.000
6.000,27.000,162.000,4.500,0.475,0.809,2.330,77.000,131.000,33.000,1.000
12.000,20.000,240.000,1.667,0.525,0.854,9.000,126.000,205.000,14.000,1.000
11.000,65.000,715.000,5.909,0.178,0.662,1.650,127.000,473.000,77.000,1.000
8.000,214.000,1712.000,26.750,0.421,0.807,2.900,720.000,1382.000,248.000,1.000
10.000,83.000,830.000,8.300,0.357,0.813,2.280,296.000,675.000,130.000,1.000
9.000,44.000,396.000,4.889,0.449,0.879,2.970,178.000,348.000,60.000,1.000
28.000,171.000,4788.000,6.107,0.258,0.912,1.990,1235.000,4369.000,621.000,1.000
8.000,63.000,504.000,7.875,0.435,0.843,2.410,219.000,425.000,91.000,1.000
9.000,55.000,495.000,6.111,0.259,0.699,1.470,128.000,346.000,87.000,1.000
9.000,152.000,1368.000,16.889,0.379,0.765,2.770,518.000,1047.000,187.000,1.000
1.000,51.000,51.000,51.000,0.471,1.000,2.400,24.000,51.000,10.000,2.000
8.000,41.000,328.000,5.125,0.293,0.872,1.430,96.000,286.000,67.000,1.000
13.000,323.000,4199.000,24.846,0.256,0.557,2.400,1076.000,2340.000,449.000,1.000
11.000,15.000,165.000,1.364,0.352,0.891,2.070,58.000,147.000,28.000,1.000
10.000,147.000,1470.000,14.700,0.168,0.550,1.290,247.000,809.000,191.000,1.000
11.000,33.000,363.000,3.000,0.295,0.694,1.980,107.000,252.000,54.000,1.000
9.000,105.000,945.000,11.667,0.334,0.869,2.190,316.000,821.000,144.000,1.000
6.000,4.000,24.000,0.667,0.667,1.000,8.000,16.000,24.000,2.000,1.000
8.000,74.000,592.000,9.250,0.568,0.983,3.110,336.000,582.000,108.000,1.000
10.000,317.000,3170.000,31.700,0.124,0.484,1.320,392.000,1535.000,298.000,1.000
11.000,10.000,110.000,0.909,0.436,0.927,4.360,48.000,102.000,11.000,1.000
8.000,8.000,64.000,1.000,0.391,0.781,2.780,25.000,50.000,9.000,1.000
7.000,15.000,105.000,2.143,0.333,0.838,1.460,35.000,88.000,24.000,1.000
11.000,262.000,2882.000,23.818,0.242,0.618,1.910,697.000,1781.000,364.000,1.000
7.000,4.000,28.000,0.571,0.250,0.857,1.750,7.000,24.000,4.000,1.000
8.000,6.000,48.000,0.750,0.542,0.646,13.000,26.000,31.000,2.000,1.000
8.000,50.000,400.000,6.250,0.360,0.728,1.970,144.000,291.000,73.000,1.000
9.000,102.000,918.000,11.333,0.166,0.560,1.580,152.000,514.000,96.000,1.000
9.000,100.000,900.000,11.111,0.463,0.908,2.920,417.000,817.000,143.000,1.000
6.000,29.000,174.000,4.833,0.333,0.799,1.530,58.000,139.000,38.000,1.000
11.000,42.000,462.000,3.818,0.335,0.829,2.250,155.000,383.000,69.000,1.000
9.000,26.000,234.000,2.889,0.316,0.880,1.850,74.000,206.000,40.000,1.000
7.000,33.000,231.000,4.714,0.364,0.753,1.680,84.000,174.000,50.000,1.000
8.000,126.000,1008.000,15.750,0.188,0.685,1.270,189.000,690.000,149.000,1.000
10.000,19.000,190.000,1.900,0.542,0.768,7.360,103.000,146.000,14.000,1.000
9.000,42.000,378.000,4.667,0.325,0.823,1.710,123.000,311.000,72.000,1.000
16.000,21.000,336.000,1.313,0.095,0.515,1.600,32.000,173.000,20.000,5.000
8.000,45.000,360.000,5.625,0.367,0.897,2.440,132.000,323.000,54.000,1.000
13.000,25.000,325.000,1.923,0.351,0.680,6.000,114.000,221.000,19.000,1.000
24.000,468.000,11232.000,19.500,0.472,0.922,7.690,5296.000,10359.000,689.000,1.000
9.000,304.000,2736.000,33.778,0.202,0.749,1.320,554.000,2049.000,419.000,1.000
7.000,15.000,105.000,2.143,0.314,1.000,1.570,33.000,105.000,21.000,1.000
2.000,69.000,138.000,34.500,0.087,0.507,1.200,12.000,70.000,10.000,1.000
9.000,213.000,1917.000,23.667,0.203,0.784,1.410,390.000,1503.000,276.000,1.000
1.000,42.000,42.000,42.000,0.381,1.000,1.070,16.000,42.000,15.000,1.000
6.000,96.000,576.000,16.000,0.318,0.575,3.000,183.000,331.000,61.000,1.000
7.000,18.000,126.000,2.571,0.397,0.984,1.790,50.000,124.000,28.000,1.000
7.000,11.000,77.000,1.571,0.377,0.948,1.380,29.000,73.000,21.000,1.000
6.000,12.000,72.000,2.000,0.375,0.958,1.930,27.000,69.000,14.000,1.000
10.000,38.000,380.000,3.800,0.195,0.550,1.480,74.000,209.000,50.000,1.000
9.000,510.000,4590.000,56.667,0.075,0.288,1.440,346.000,1323.000,241.000,1.000
9.000,510.000,4590.000,56.667,0.148,0.537,1.330,681.000,2465.000,513.000,1.000
7.000,116.000,812.000,16.571,0.262,0.788,1.840,213.000,640.000,116.000,1.000
10.000,52.000,520.000,5.200,0.294,0.675,2.130,153.000,351.000,72.000,1.000
1.000,70.000,70.000,70.000,0.200,1.000,1.080,14.000,70.000,13.000,1.000
8.000,37.000,296.000,4.625,0.392,0.753,1.930,116.000,223.000,60.000,1.000
36.000,172.000,6192.000,4.778,0.128,0.337,4.840,793.000,2086.000,164.000,5.000
12.000,118.000,1416.000,9.833,0.350,0.778,2.980,495.000,1102.000,166.000,1.000
10.000,23.000,230.000,2.300,0.287,0.617,2.200,66.000,142.000,30.000,1.000
5.000,4.000,20.000,0.800,0.400,0.400,8.000,8.000,8.000,1.000,1.000
6.000,7.000,42.000,1.167,0.333,0.952,1.400,14.000,40.000,10.000,1.000
7.000,32.000,224.000,4.571,0.277,0.830,1.410,62.000,186.000,44.000,1.000
6.000,32.000,192.000,5.333,0.365,0.958,1.670,70.000,184.000,42.000,1.000
7.000,123.000,861.000,17.571,0.139,0.674,1.260,120.000,580.000,95.000,1.000
7.000,96.000,672.000,13.714,0.314,0.988,1.770,211.000,664.000,119.000,1.000
8.000,12.000,96.000,1.500,0.521,0.958,2.500,50.000,92.000,20.000,1.000
7.000,24.000,168.000,3.429,0.268,0.708,1.610,45.000,119.000,28.000,1.000
10.000,256.000,2560.000,25.600,0.363,0.765,2.840,928.000,1959.000,327.000,1.000
9.000,174.000,1566.000,19.333,0.178,0.737,1.710,279.000,1154.000,163.000,1.000
74.000,183.000,13542.000,2.473,0.544,0.612,127.000,7366.000,8289.000,58.000,1.000
9.000,305.000,2745.000,33.889,0.191,0.730,1.400,525.000,2003.000,375.000,1.000
9.000,12.000,108.000,1.333,0.648,0.741,10.000,70.000,80.000,7.000,1.000
6.000,13.000,78.000,2.167,0.308,0.974,1.410,24.000,76.000,17.000,1.000
12.000,272.000,3264.000,22.667,0.249,0.602,2.010,812.000,1965.000,404.000,1.000
10.000,31.000,310.000,3.100,0.316,0.752,1.660,98.000,233.000,59.000,1.000
7.000,75.000,525.000,10.714,0.156,0.758,1.280,82.000,398.000,64.000,1.000
7.000,9.000,63.000,1.286,0.365,0.857,1.770,23.000,54.000,13.000,1.000
9.000,83.000,747.000,9.222,0.289,0.751,1.930,216.000,561.000,112.000,1.000
9.000,18.000,162.000,2.000,0.309,0.901,2.630,50.000,146.000,19.000,1.000
9.000,6.000,54.000,0.667,0.667,0.759,18.000,36.000,41.000,2.000,1.000
8.000,71.000,568.000,8.875,0.238,0.701,1.470,135.000,398.000,92.000,1.000
12.000,8.000,96.000,0.667,0.302,1.000,2.900,29.000,96.000,10.000,1.000
9.000,158.000,1422.000,17.556,0.217,0.535,1.450,308.000,761.000,212.000,1.000
7.000,30.000,210.000,4.286,0.271,0.871,1.330,57.000,183.000,43.000,1.000
9.000,98.000,882.000,10.889,0.302,0.712,2.030,266.000,628.000,131.000,1.000
9.000,155.000,1395.000,17.222,0.366,0.723,2.540,511.000,1008.000,201.000,1.000
7.000,29.000,203.000,4.143,0.266,0.813,2.700,54.000,165.000,20.000,1.000
3.000,3.000,9.000,1.000,0.778,0.778,7.000,7.000,7.000,1.000,1.000
9.000,171.000,1539.000,19.000,0.400,0.778,2.870,615.000,1198.000,214.000,1.000
10.000,54.000,540.000,5.400,0.306,0.689,1.940,165.000,372.000,85.000,1.000
6.000,12.000,72.000,2.000,0.361,0.903,1.440,26.000,65.000,18.000,1.000
6.000,89.000,534.000,14.833,0.303,0.790,1.820,162.000,422.000,89.000,1.000
8.000,18.000,144.000,2.250,0.403,0.931,1.810,58.000,134.000,32.000,1.000
41.000,67.000,2747.000,1.634,0.441,0.529,33.670,1212.000,1452.000,36.000,1.000
9.000,245.000,2205.000,27.222,0.160,0.607,1.390,353.000,1338.000,254.000,1.000
10.000,150.000,1500.000,15.000,0.252,0.585,2.070,378.000,878.000,183.000,1.000
14.000,412.000,5768.000,29.429,0.179,0.671,1.590,1032.000,3869.000,651.000,1.000
1.000,36.000,36.000,36.000,0.222,1.000,1.140,8.000,36.000,7.000,1.000
7.000,6.000,42.000,0.857,0.405,0.929,1.890,17.000,39.000,9.000,1.000
7.000,20.000,140.000,2.857,0.464,0.986,2.320,65.000,138.000,28.000,1.000
5.000,39.000,195.000,7.800,0.436,0.656,3.540,85.000,128.000,24.000,1.000
14.000,5.000,70.000,0.357,0.443,0.514,6.200,31.000,36.000,5.000,1.000
8.000,280.000,2240.000,35.000,0.191,0.709,1.280,427.000,1589.000,333.000,1.000
11.000,141.000,1551.000,12.818,0.366,0.790,2.850,567.000,1225.000,199.000,1.000
36.000,48.000,1728.000,1.333,0.143,0.437,3.580,247.000,755.000,69.000,5.000
1.000,7.000,7.000,7.000,1.000,1.000,7.000,7.000,7.000,1.000,2.000
5.000,13.000,65.000,2.600,0.154,0.662,10.000,10.000,43.000,1.000,1.000
1.000,11.000,11.000,11.000,0.909,1.000,10.000,10.000,11.000,1.000,2.000
15.000,54.000,810.000,3.600,0.323,0.689,2.450,262.000,558.000,107.000,1.000
12.000,25.000,300.000,2.083,0.320,0.643,2.590,96.000,193.000,37.000,1.000
3.000,5.000,15.000,1.667,0.533,0.800,4.000,8.000,12.000,2.000,1.000
9.000,102.000,918.000,11.333,0.386,0.895,2.770,354.000,822.000,128.000,1.000
7.000,11.000,77.000,1.571,0.117,0.494,1.800,9.000,38.000,5.000,5.000
7.000,34.000,238.000,4.857,0.265,0.748,1.400,63.000,178.000,45.000,1.000
5.000,17.000,85.000,3.400,0.471,0.929,2.350,40.000,79.000,17.000,1.000
7.000,28.000,196.000,4.000,0.306,0.847,1.580,60.000,166.000,38.000,1.000
6.000,11.000,66.000,1.833,0.364,0.955,1.330,24.000,63.000,18.000,1.000
10.000,40.000,400.000,4.000,0.295,0.680,1.900,118.000,272.000,62.000,1.000
5.000,3.000,15.000,0.600,0.600,0.867,4.500,9.000,13.000,2.000,1.000
1.000,180.000,180.000,180.000,0.983,1.000,88.500,177.000,180.000,2.000,2.000
1.000,67.000,67.000,67.000,0.985,1.000,66.000,66.000,67.000,1.000,2.000
8.000,70.000,560.000,8.750,0.332,0.896,1.660,186.000,502.000,112.000,1.000
9.000,25.000,225.000,2.778,0.329,0.502,2.550,74.000,113.000,29.000,1.000
14.000,227.000,3178.000,16.214,0.237,0.839,3.340,754.000,2667.000,226.000,1.000
9.000,125.000,1125.000,13.889,0.210,0.601,1.690,236.000,676.000,140.000,1.000
7.000,23.000,161.000,3.286,0.447,0.764,1.890,72.000,123.000,38.000,1.000
9.000,343.000,3087.000,38.111,0.162,0.677,1.240,499.000,2091.000,401.000,1.000
11.000,22.000,242.000,2.000,0.603,0.810,8.590,146.000,196.000,17.000,1.000
24.000,186.000,4464.000,7.750,0.505,0.989,7.400,2256.000,4413.000,305.000,1.000
6.000,24.000,144.000,4.000,0.292,0.778,1.350,42.000,112.000,31.000,1.000
8.000,29.000,232.000,3.625,0.207,0.651,1.600,48.000,151.000,30.000,1.000
7.000,136.000,952.000,19.429,0.180,0.775,1.200,171.000,738.000,142.000,1.000
14.000,57.000,798.000,4.071,0.727,0.951,11.840,580.000,759.000,49.000,1.000
8.000,63.000,504.000,7.875,0.256,0.694,1.520,129.000,350.000,85.000,1.000
9.000,535.000,4815.000,59.444,0.157,0.594,1.230,757.000,2861.000,617.000,1.000
8.000,2.000,16.000,0.250,0.563,0.563,9.000,9.000,9.000,1.000,1.000
8.000,9.000,72.000,1.125,0.431,0.903,2.070,31.000,65.000,15.000,1.000
1.000,17.000,17.000,17.000,1.000,1.000,17.000,17.000,17.000,1.000,2.000
23.000,118.000,2714.000,5.130,0.293,0.784,2.060,795.000,2129.000,385.000,1.000
17.000,60.000,1020.000,3.529,0.139,0.371,7.100,142.000,378.000,20.000,5.000
7.000,121.000,847.000,17.286,0.305,0.675,1.790,258.000,572.000,144.000,1.000
9.000,32.000,288.000,3.556,0.271,0.594,2.230,78.000,171.000,35.000,1.000
5.000,21.000,105.000,4.200,0.295,0.733,1.480,31.000,77.000,21.000,1.000
8.000,31.000,248.000,3.875,0.411,0.742,2.040,102.000,184.000,50.000,1.000
7.000,5.000,35.000,0.714,0.514,0.800,9.000,18.000,28.000,2.000,1.000
8.000,45.000,360.000,5.625,0.156,0.725,1.870,56.000,261.000,30.000,1.000
6.000,29.000,174.000,4.833,0.293,0.920,1.500,51.000,160.000,34.000,1.000
10.000,25.000,250.000,2.500,0.384,0.836,2.460,96.000,209.000,39.000,1.000
9.000,43.000,387.000,4.778,0.470,0.948,3.310,182.000,367.000,55.000,1.000
1.000,159.000,159.000,159.000,0.994,1.000,158.000,158.000,159.000,1.000,2.000
10.000,238.000,2380.000,23.800,0.353,0.727,2.850,840.000,1730.000,295.000,1.000
8.000,36.000,288.000,4.500,0.458,0.958,2.060,132.000,276.000,64.000,1.000
6.000,96.000,576.000,16.000,0.302,0.795,2.200,174.000,458.000,79.000,1.000
7.000,158.000,1106.000,22.571,0.239,0.952,1.330,264.000,1053.000,198.000,1.000
6.000,20.000,120.000,3.333,0.258,0.975,1.290,31.000,117.000,24.000,1.000
9.000,17.000,153.000,1.889,0.608,0.856,7.150,93.000,131.000,13.000,1.000
7.000,41.000,287.000,5.857,0.185,0.638,1.510,53.000,183.000,35.000,1.000
29.000,32.000,928.000,1.103,0.432,0.689,6.270,401.000,639.000,64.000,3.000
6.000,7.000,42.000,1.167,0.286,0.857,1.500,12.000,36.000,8.000,1.000
1.000,71.000,71.000,71.000,0.521,1.000,2.310,37.000,71.000,16.000,2.000
9.000,102.000,918.000,11.333,0.357,0.867,2.430,328.000,796.000,135.000,1.000
13.000,38.000,494.000,2.923,0.334,0.937,3.930,165.000,463.000,42.000,1.000
11.000,98.000,1078.000,8.909,0.317,0.643,2.800,342.000,693.000,122.000,1.000
6.000,40.000,240.000,6.667,0.313,0.996,1.270,75.000,239.000,59.000,1.000
9.000,42.000,378.000,4.667,0.378,0.841,2.650,143.000,318.000,54.000,1.000
11.000,22.000,242.000,2.000,0.603,0.888,8.590,146.000,215.000,17.000,1.000
7.000,4.000,28.000,0.571,0.714,0.929,10.000,20.000,26.000,2.000,1.000
9.000,16.000,144.000,1.778,0.160,0.500,1.920,23.000,72.000,12.000,1.000
13.000,218.000,2834.000,16.769,0.216,0.737,1.780,612.000,2090.000,344.000,1.000
14.000,372.000,5208.000,26.571,0.378,0.586,4.990,1971.000,3050.000,395.000,1.000
8.000,309.000,2472.000,38.625,0.186,0.644,1.410,459.000,1593.000,325.000,1.000
10.000,34.000,340.000,3.400,0.388,0.891,2.100,132.000,303.000,63.000,1.000
8.000,14.000,112.000,1.750,0.438,0.768,2.230,49.000,86.000,22.000,1.000
12.000,118.000,1416.000,9.833,0.266,0.734,1.990,377.000,1039.000,189.000,1.000
12.000,72.000,864.000,6.000,0.635,0.940,5.970,549.000,812.000,92.000,1.000
66.000,3.000,198.000,0.045,0.657,0.909,2.600,130.000,180.000,50.000,4.000
7.000,18.000,126.000,2.571,0.270,0.825,1.310,34.000,104.000,26.000,1.000
10.000,318.000,3180.000,31.800,0.128,0.511,1.180,406.000,1625.000,344.000,1.000
9.000,110.000,990.000,12.222,0.311,0.627,2.080,308.000,621.000,148.000,1.000
10.000,262.000,2620.000,26.200,0.179,0.606,1.360,469.000,1587.000,344.000,1.000
9.000,155.000,1395.000,17.222,0.346,0.731,2.440,483.000,1020.000,198.000,1.000
7.000,42.000,294.000,6.000,0.262,0.738,1.790,77.000,217.000,43.000,1.000
11.000,64.000,704.000,5.818,0.250,0.597,2.000,176.000,420.000,88.000,1.000
9.000,511.000,4599.000,56.778,0.225,0.798,1.380,1035.000,3670.000,751.000,1.000
8.000,14.000,112.000,1.750,0.295,0.857,1.830,33.000,96.000,18.000,1.000
9.000,10.000,90.000,1.111,0.344,0.789,2.070,31.000,71.000,15.000,1.000
5.000,7.000,35.000,1.400,0.600,1.000,2.330,21.000,35.000,9.000,1.000
10.000,12.000,120.000,1.200,0.333,0.958,1.820,40.000,115.000,22.000,1.000
1.000,65.000,65.000,65.000,0.646,1.000,3.000,42.000,65.000,14.000,2.000
10.000,41.000,410.000,4.100,0.266,0.539,1.980,109.000,221.000,55.000,1.000
9.000,535.000,4815.000,59.444,0.146,0.634,1.320,704.000,3052.000,534.000,1.000
8.000,24.000,192.000,3.000,0.318,0.974,1.560,61.000,187.000,39.000,1.000
34.000,1.000,34.000,0.029,1.000,1.000,34.000,34.000,34.000,1.000,4.000
5.000,6.000,30.000,1.200,0.433,0.733,13.000,13.000,22.000,1.000,1.000
14.000,340.000,4760.000,24.286,0.383,0.521,5.070,1824.000,2480.000,360.000,1.000
10.000,261.000,2610.000,26.100,0.269,0.713,1.810,701.000,1860.000,388.000,1.000
17.000,389.000,6613.000,22.882,0.344,0.678,5.000,2273.000,4481.000,455.000,1.000
9.000,133.000,1197.000,14.778,0.236,0.718,1.890,283.000,859.000,150.000,1.000
12.000,62.000,744.000,5.167,0.234,0.660,1.580,174.000,491.000,110.000,1.000
5.000,75.000,375.000,15.000,0.259,0.867,1.180,97.000,325.000,82.000,1.000
2.000,535.000,1070.000,267.500,0.648,0.920,11.750,693.000,984.000,59.000,2.000
6.000,9.000,54.000,1.500,0.296,0.796,2.000,16.000,43.000,8.000,1.000
9.000,177.000,1593.000,19.667,0.196,0.750,1.380,313.000,1195.000,227.000,1.000
8.000,12.000,96.000,1.500,0.458,0.667,3.670,44.000,64.000,12.000,1.000
10.000,55.000,550.000,5.500,0.678,0.827,6.320,373.000,455.000,59.000,1.000
7.000,20.000,140.000,2.857,0.429,1.000,1.940,60.000,140.000,31.000,1.000
5.000,11.000,55.000,2.200,0.436,0.891,1.710,24.000,49.000,14.000,1.000
85.000,69.000,5865.000,0.812,0.165,0.441,1.440,969.000,2588.000,674.000,5.000
7.000,46.000,322.000,6.571,0.155,0.587,4.170,50.000,189.000,12.000,1.000
7.000,135.000,945.000,19.286,0.202,0.732,1.430,191.000,692.000,134.000,1.000
10.000,25.000,250.000,2.500,0.340,0.816,1.890,85.000,204.000,45.000,1.000
9.000,30.000,270.000,3.333,0.248,0.937,1.460,67.000,253.000,46.000,1.000
6.000,184.000,1104.000,30.667,0.323,0.752,1.990,357.000,830.000,179.000,1.000
14.000,421.000,5894.000,30.071,0.379,0.581,4.800,2236.000,3424.000,466.000,1.000
8.000,16.000,128.000,2.000,0.430,1.000,2.040,55.000,128.000,27.000,1.000
8.000,37.000,296.000,4.625,0.182,0.649,1.350,54.000,192.000,40.000,1.000
8.000,241.000,1928.000,30.125,0.119,0.498,1.260,230.000,960.000,182.000,1.000
8.000,15.000,120.000,1.875,0.517,0.867,2.480,62.000,104.000,25.000,1.000
8.000,240.000,1920.000,30.000,0.194,0.515,1.340,373.000,988.000,279.000,1.000
13.000,225.000,2925.000,17.308,0.253,0.893,3.270,740.000,2612.000,226.000,1.000
5.000,40.000,200.000,8.000,0.440,0.935,1.400,88.000,187.000,63.000,1.000
9.000,271.000,2439.000,30.111,0.284,0.677,1.930,692.000,1651.000,358.000,1.000
9.000,41.000,369.000,4.556,0.374,0.846,2.060,138.000,312.000,67.000,1.000
12.000,56.000,672.000,4.667,0.256,0.827,2.020,172.000,556.000,85.000,1.000
4.000,20.000,80.000,5.000,0.388,0.925,1.410,31.000,74.000,22.000,1.000
8.000,198.000,1584.000,24.750,0.215,0.832,1.310,341.000,1318.000,260.000,1.000
8.000,23.000,184.000,2.875,0.451,0.832,2.080,83.000,153.000,40.000,1.000
10.000,17.000,170.000,1.700,0.482,0.759,6.830,82.000,129.000,12.000,1.000
8.000,152.000,1216.000,19.000,0.270,0.623,2.000,328.000,757.000,164.000,1.000
3.000,16.000,48.000,5.333,0.375,0.938,2.250,18.000,45.000,8.000,1.000
10.000,12.000,120.000,1.200,0.367,1.000,1.690,44.000,120.000,26.000,1.000
7.000,13.000,91.000,1.857,0.407,0.978,1.760,37.000,89.000,21.000,1.000
83.000,314.000,26062.000,3.783,0.282,0.619,8.770,7353.000,16139.000,838.000,5.000
1.000,18.000,18.000,18.000,0.500,1.000,3.000,9.000,18.000,3.000,2.000
10.000,57.000,570.000,5.700,0.326,0.695,1.980,186.000,396.000,94.000,1.000
9.000,19.000,171.000,2.111,0.222,0.673,1.310,38.000,115.000,29.000,1.000
8.000,18.000,144.000,2.250,0.472,1.000,2.520,68.000,144.000,27.000,1.000
8.000,126.000,1008.000,15.750,0.209,0.573,1.450,211.000,578.000,146.000,1.000
6.000,96.000,576.000,16.000,0.234,0.668,2.010,135.000,385.000,67.000,1.000
9.000,41.000,369.000,4.556,0.201,0.653,1.300,74.000,241.000,57.000,1.000
10.000,508.000,5080.000,50.800,0.160,0.628,1.410,813.000,3189.000,578.000,1.000
5.000,23.000,115.000,4.600,0.322,1.000,1.320,37.000,115.000,28.000,1.000
7.000,128.000,896.000,18.286,0.265,0.720,1.690,237.000,645.000,140.000,1.000
7.000,17.000,119.000,2.429,0.353,0.790,1.560,42.000,94.000,27.000,1.000
5.000,14.000,70.000,2.800,0.386,0.857,1.690,27.000,60.000,16.000,1.000
10.000,325.000,3250.000,32.500,0.215,0.692,1.510,700.000,2248.000,463.000,1.000
136.000,1.000,136.000,0.007,0.993,1.000,135.000,135.000,136.000,1.000,4.000
1.000,46.000,46.000,46.000,0.239,1.000,1.380,11.000,46.000,8.000,2.000
8.000,12.000,96.000,1.500,0.396,0.844,2.110,38.000,81.000,18.000,1.000
5.000,4.000,20.000,0.800,0.700,1.000,2.330,14.000,20.000,6.000,1.000
1.000,29.000,29.000,29.000,0.310,1.000,1.130,9.000,29.000,8.000,1.000
24.000,176.000,4224.000,7.333,0.496,0.969,7.850,2096.000,4094.000,267.000,1.000
6.000,33.000,198.000,5.500,0.247,0.813,1.200,49.000,161.000,41.000,1.000
7.000,2.000,14.000,0.286,0.714,0.714,10.000,10.000,10.000,1.000,1.000
6.000,14.000,84.000,2.333,0.571,0.976,2.400,48.000,82.000,20.000,1.000
1.000,39.000,39.000,39.000,0.308,1.000,1.710,12.000,39.000,7.000,2.000
7.000,63.000,441.000,9.000,0.333,0.971,1.990,147.000,428.000,74.000,1.000
8.000,43.000,344.000,5.375,0.372,0.956,2.100,128.000,329.000,61.000,1.000
2.000,157.000,314.000,78.500,0.506,0.551,26.500,159.000,173.000,6.000,2.000
8.000,39.000,312.000,4.875,0.304,0.756,1.380,95.000,236.000,69.000,1.000
1.000,45.000,45.000,45.000,0.244,1.000,1.380,11.000,45.000,8.000,2.000
