0.274,2.028,0.992,0.406,0.000,0.000
0.629,2.626,-0.606,-0.245,-0.158,0.000
0.129,0.546,0.893,0.530,0.000,0.000
0.528,1.671,1.743,1.062,-0.239,1.000
1.048,1.933,-0.333,-0.127,0.118,0.000
0.401,0.831,1.930,-1.208,-0.434,0.000
1.057,1.935,1.325,-0.473,-0.183,1.000
-0.225,2.158,-0.463,-0.259,0.000,0.000
0.646,0.378,1.547,0.796,0.720,1.000
0.302,0.650,1.298,1.893,-0.499,1.000
0.789,1.414,1.100,1.857,-0.593,1.000
0.691,2.603,-0.490,-0.351,1.170,0.000
2.937,0.357,1.369,-0.287,-0.132,0.000
0.224,0.558,0.638,1.559,0.000,1.000
0.583,3.025,0.989,-0.302,-0.153,0.000
0.326,1.646,2.180,-0.578,-0.284,0.000
0.650,1.803,-0.366,-0.148,0.000,0.000
1.585,1.360,-0.207,0.117,0.132,0.000
1.677,0.791,-0.410,2.004,-0.434,0.000
2.911,0.745,-0.168,0.264,-0.093,0.000
0.828,2.410,1.261,0.484,-0.155,1.000
0.216,1.590,1.132,0.486,-0.201,0.000
1.908,0.570,-0.108,0.145,-0.193,0.000
0.719,2.628,-0.487,0.253,-0.233,0.000
0.317,1.318,1.996,-0.616,0.472,0.000
0.200,0.764,0.892,1.241,-0.772,1.000
0.363,0.400,0.848,1.914,-0.623,0.000
0.331,1.720,0.600,0.300,-0.119,0.000
0.903,2.229,-0.481,-0.194,-0.114,0.000
0.305,1.943,1.757,0.721,-0.350,0.000
1.056,1.866,-0.335,0.211,0.134,0.000
0.326,0.457,1.856,1.601,1.480,1.000
0.568,2.557,0.811,1.003,-0.411,1.000
1.396,2.010,-0.286,-0.156,-0.133,0.000
0.238,1.615,1.220,-0.487,0.000,0.000
0.573,0.920,1.713,0.780,0.487,0.000
0.204,1.574,1.157,0.620,0.000,0.000
2.585,0.471,-0.133,-0.075,0.119,0.000
1.715,1.682,0.600,1.275,-0.375,0.000
1.051,2.749,-0.420,0.301,0.619,0.000
1.496,2.131,-0.356,-0.297,0.746,0.000
1.470,1.903,-0.312,-0.134,-0.074,0.000
0.204,0.411,0.654,1.529,1.854,1.000
0.212,1.587,-0.747,-0.339,-0.168,0.000
0.403,1.292,2.157,-0.682,0.000,0.000
0.457,3.001,-0.430,-0.189,-0.166,0.000
1.460,0.796,0.449,-0.114,-0.066,0.000
0.883,2.215,-0.452,0.337,-0.215,0.000
0.315,1.189,2.530,-0.638,-0.517,1.000
1.322,2.248,1.092,0.679,-0.187,1.000
0.211,1.402,2.503,-0.768,-0.337,0.000
1.061,3.173,-0.631,-0.238,0.162,0.000
0.310,1.211,0.923,2.254,-0.569,1.000
0.128,0.338,0.320,0.777,1.814,0.000
0.143,0.979,1.945,-0.612,-0.261,0.000
2.885,-0.282,1.362,0.503,-0.216,0.000
0.211,1.580,1.101,0.498,0.000,0.000
0.214,1.294,0.847,1.085,-0.415,0.000
0.279,0.701,0.936,1.152,0.000,1.000
0.174,0.854,0.867,0.584,-0.460,1.000
0.544,2.082,0.905,0.603,-0.405,1.000
0.341,1.523,-0.519,0.373,-0.130,0.000
0.598,2.171,0.671,0.332,0.201,0.000
1.266,2.537,0.850,0.607,-0.201,0.000
0.476,2.520,0.978,-0.317,-0.173,0.000
0.554,2.594,0.879,-0.513,1.205,0.000
1.752,2.127,0.507,0.220,-0.124,0.000
0.366,2.989,-0.515,0.331,-0.133,0.000
2.078,1.095,-0.145,0.094,0.084,0.000
0.646,2.708,-0.576,0.369,0.560,1.000
0.143,0.542,1.313,1.501,-0.864,0.000
1.309,0.768,1.780,1.657,-0.414,1.000
1.854,0.906,0.339,0.200,-0.320,0.000
0.303,2.881,-0.481,0.221,0.157,0.000
0.132,0.543,1.111,1.600,-0.551,1.000
0.761,1.655,-0.413,-0.175,-0.078,0.000
2.318,1.826,-0.356,0.991,-0.285,0.000
0.212,1.310,2.543,-0.806,0.000,0.000
0.302,0.581,2.031,1.122,1.408,1.000
0.076,0.423,1.138,1.862,0.000,0.000
0.406,2.574,2.009,-0.413,-0.177,1.000
0.299,1.968,1.041,0.862,-0.426,0.000
1.284,2.927,-0.485,-0.241,-0.213,0.000
0.797,1.249,1.456,-0.451,-0.173,1.000
1.723,2.168,-0.377,-0.281,0.723,0.000
0.305,1.080,0.845,2.245,-0.670,1.000
1.147,0.598,1.717,0.636,-0.247,1.000
0.643,1.547,-0.301,0.156,-0.065,0.000
0.487,1.592,1.754,0.688,-0.410,0.000
0.157,0.841,0.912,2.023,-0.689,0.000
-0.112,1.025,-0.216,0.613,-0.195,0.000
0.214,0.954,0.683,1.696,-0.645,1.000
1.509,1.557,0.482,0.283,-0.169,0.000
0.966,1.848,1.467,0.741,0.612,1.000
0.841,1.726,0.504,0.306,-0.309,0.000
0.277,1.333,2.228,-0.536,0.551,0.000
1.402,0.892,1.488,1.384,-0.652,1.000
0.262,0.729,0.839,1.728,0.000,0.000
1.292,1.044,-0.364,0.134,0.000,0.000
-0.260,-0.825,-1.641,-1.494,0.000,0.000
0.651,2.706,0.894,0.903,-0.320,1.000
0.269,0.362,0.661,2.265,-0.705,0.000
-0.247,0.524,1.130,1.935,-0.977,1.000
0.234,1.176,0.888,0.714,0.000,1.000
0.476,2.249,1.430,0.691,-0.217,0.000
0.999,1.822,-0.428,-0.452,0.447,1.000
0.490,1.113,1.751,1.019,1.024,1.000
0.370,0.488,1.665,2.657,-0.785,1.000
0.103,0.411,0.718,-0.632,1.311,1.000
0.387,0.474,1.643,2.735,-0.624,1.000
0.281,2.246,0.648,0.255,0.281,0.000
0.302,3.129,-0.561,0.289,0.196,0.000
1.846,0.467,0.155,0.114,0.107,0.000
1.000,1.795,0.350,0.242,-0.164,0.000
2.463,1.019,-0.147,0.113,0.080,0.000
0.329,2.133,0.924,0.436,-0.326,1.000
0.383,2.978,-0.561,1.060,-0.350,1.000
0.409,0.349,1.832,1.081,-0.749,1.000
0.106,0.772,0.327,1.130,0.969,1.000
0.126,0.732,1.483,1.451,0.521,0.000
0.281,1.518,3.079,-0.893,-0.362,0.000
0.545,0.513,1.504,1.904,-0.728,0.000
0.238,1.519,0.643,0.270,0.169,0.000
0.249,1.066,2.355,-0.791,0.000,0.000
0.315,1.213,0.769,1.048,0.786,1.000
2.819,0.340,0.188,0.085,0.108,0.000
0.341,0.792,2.458,-0.985,-0.459,0.000
0.354,1.005,1.607,0.835,-0.338,1.000
0.808,3.041,-0.586,0.621,-0.260,0.000
0.259,0.725,0.860,1.092,0.000,0.000
0.511,0.487,1.832,1.094,-0.397,1.000
0.976,0.857,2.104,0.725,0.368,0.000
0.312,0.648,0.364,1.123,0.634,1.000
0.280,0.560,2.257,0.949,1.396,1.000
0.336,0.875,2.576,1.339,-0.557,0.000
2.133,1.473,-0.194,-0.073,0.090,0.000
0.864,2.681,-0.484,-0.181,-0.120,0.000
0.650,3.308,-0.468,-0.263,0.600,0.000
0.313,0.854,2.147,-0.659,-0.316,0.000
2.918,0.994,0.745,-0.148,-0.079,0.000
0.790,2.192,-0.436,0.264,-0.166,0.000
0.392,1.443,1.052,0.423,0.000,0.000
0.353,0.583,1.946,0.937,0.682,1.000
0.204,1.772,0.672,0.336,0.000,0.000
0.241,0.511,0.665,2.272,-0.859,0.000
0.431,0.803,1.946,-0.764,0.523,1.000
0.139,0.384,0.803,1.560,1.075,0.000
0.188,0.750,0.797,1.287,-0.606,0.000
1.093,1.612,-0.366,0.529,0.511,0.000
0.443,2.273,1.764,0.697,-0.297,0.000
0.870,1.053,0.731,0.570,0.851,1.000
0.400,1.025,2.406,-0.789,0.429,0.000
0.136,0.717,1.145,1.897,0.000,1.000
2.725,-0.239,-0.101,-0.060,-0.045,0.000
0.418,2.521,-0.509,0.420,-0.151,0.000
0.096,0.344,0.316,0.476,-0.469,0.000
1.719,0.600,-0.104,0.089,0.068,0.000
-0.044,0.190,-0.186,-0.344,-0.488,1.000
0.740,2.248,-0.622,-0.250,-0.145,0.000
0.667,3.055,-0.507,-0.226,-0.128,0.000
2.486,0.532,0.234,0.087,0.071,0.000
0.518,0.450,1.335,1.317,2.015,1.000
0.834,2.202,1.692,0.436,-0.182,1.000
0.135,0.483,0.456,-0.493,1.108,1.000
0.195,1.537,1.311,0.581,0.000,0.000
0.498,3.280,-0.608,-0.242,0.000,0.000
0.544,2.493,1.148,1.169,-0.355,1.000
0.582,0.401,1.882,1.017,0.000,1.000
2.600,0.644,0.221,0.133,-0.116,0.000
1.109,2.796,-0.443,-0.199,0.278,0.000
0.132,0.588,1.521,1.318,-0.437,0.000
0.907,1.906,-0.415,-0.155,-0.101,0.000
0.885,0.328,1.847,0.751,0.387,1.000
1.439,1.079,0.316,0.216,-0.099,0.000
0.610,2.820,0.866,-0.317,0.971,0.000
2.170,-0.458,0.274,0.264,-0.124,0.000
0.805,1.398,0.578,0.222,0.206,0.000
-0.155,1.643,1.345,0.620,0.372,0.000
0.159,0.378,0.460,-0.601,1.794,0.000
-0.142,0.501,-0.531,-1.140,0.000,1.000
1.232,1.073,-0.213,-0.080,-0.056,0.000
-0.180,-0.322,-0.604,1.050,0.000,0.000
0.195,0.454,0.768,0.713,0.720,1.000
3.617,-0.272,0.340,0.224,-0.073,0.000
0.642,1.871,-0.317,-0.141,0.000,0.000
-0.044,0.533,1.324,1.615,0.000,0.000
0.118,0.263,0.533,1.373,1.235,0.000
0.146,0.771,1.573,1.818,0.000,0.000
1.004,2.192,1.276,0.833,-0.228,0.000
0.730,1.373,-0.254,-0.109,-0.058,0.000
1.414,0.591,0.157,0.141,-0.205,0.000
2.796,0.551,0.577,0.687,0.401,0.000
0.253,0.292,0.594,1.273,0.993,1.000
0.181,0.509,0.750,1.970,0.000,0.000
0.750,2.069,-0.410,-0.193,0.000,0.000
0.382,1.752,0.792,0.371,-0.183,0.000
0.360,1.301,0.931,1.889,-0.615,1.000
0.124,0.346,0.598,2.196,-0.645,0.000
0.668,2.159,-0.382,-0.154,0.117,0.000
0.819,1.963,1.105,1.480,-0.357,1.000
0.115,0.375,0.486,1.742,0.000,0.000
0.950,0.555,1.311,1.481,1.496,1.000
0.348,2.567,-0.397,0.297,-0.383,0.000
0.747,0.593,1.381,1.936,1.205,1.000
3.010,0.670,0.180,0.122,0.067,0.000
0.099,0.378,0.766,0.692,0.502,1.000
2.956,0.996,0.730,-0.175,-0.087,0.000
0.419,1.303,0.851,0.463,-0.148,0.000
1.370,0.965,0.750,0.638,0.325,1.000
0.899,1.904,-0.411,0.367,1.190,0.000
0.321,3.020,1.304,0.677,-0.201,1.000
0.573,0.733,2.036,-0.445,0.642,1.000
0.826,1.279,1.977,-0.533,0.347,1.000
0.807,1.647,1.476,1.160,-0.411,1.000
1.645,0.570,2.274,-0.580,-0.221,0.000
0.168,0.704,0.758,1.268,1.578,1.000
0.447,1.651,2.210,-0.547,-0.289,0.000
0.180,0.679,0.923,1.823,-0.782,1.000
2.832,-0.255,0.122,0.118,-0.058,0.000
1.464,0.726,-0.130,0.102,0.091,0.000
0.385,2.111,-0.414,0.214,-0.128,0.000
0.328,0.901,2.620,1.194,-0.555,0.000
0.642,2.010,1.612,-0.395,0.000,0.000
0.310,0.953,1.540,1.066,0.639,1.000
0.749,2.548,0.543,1.353,-0.331,0.000
0.466,2.279,1.825,0.778,-0.253,0.000
0.573,2.555,1.523,0.452,-0.190,0.000
0.198,0.677,1.169,1.591,-0.513,1.000
0.476,2.540,-0.447,-0.222,0.000,0.000
1.404,1.531,0.476,1.601,-0.424,0.000
1.262,2.093,-0.414,0.213,0.166,0.000
0.099,0.661,0.363,0.649,0.650,1.000
0.391,0.905,0.689,0.987,0.000,1.000
0.404,1.029,2.730,-0.799,-0.338,0.000
0.802,1.880,2.010,-0.490,0.000,0.000
2.530,-0.211,0.213,0.152,-0.059,0.000
0.639,1.201,1.963,-0.682,-0.242,0.000
0.173,0.673,0.755,1.377,0.732,1.000
0.229,0.452,0.523,1.470,1.046,0.000
0.223,0.395,0.399,1.208,1.386,0.000
0.091,0.283,0.337,0.456,0.000,0.000
0.408,0.949,1.910,-0.481,-0.244,0.000
0.191,0.395,0.643,0.544,0.000,0.000
0.627,3.389,-0.475,-0.251,0.372,0.000
0.586,2.320,2.095,-0.587,-0.313,0.000
1.669,2.226,0.545,0.229,-0.139,0.000
3.151,-0.310,0.308,0.612,-0.171,0.000
0.651,2.655,0.991,0.575,-0.228,0.000
0.375,2.555,-0.470,0.260,0.000,0.000
0.794,0.514,1.248,2.127,-0.652,0.000
-0.050,0.420,0.923,-0.357,-0.357,1.000
0.337,1.180,1.616,0.741,-0.396,0.000
0.557,0.596,1.601,1.204,0.683,1.000
0.626,2.637,-0.419,0.264,-0.277,0.000
0.873,2.740,0.827,-0.275,-0.149,0.000
0.613,2.804,0.670,0.927,0.560,1.000
0.230,0.749,2.933,-0.970,0.516,1.000
0.729,2.055,-0.436,-0.183,0.165,0.000
0.966,2.286,-0.293,-0.149,-0.116,0.000
0.194,0.652,1.007,1.213,-0.438,1.000
0.204,0.567,2.562,-0.649,0.398,0.000
0.749,2.499,1.538,-0.428,-0.219,0.000
-0.063,0.752,1.637,1.324,0.991,1.000
-0.094,-0.341,0.691,-0.623,0.000,1.000
0.182,0.614,0.629,0.449,0.000,1.000
2.611,0.661,0.164,0.104,-0.053,0.000
0.132,0.515,0.665,1.668,-0.674,1.000
0.466,1.060,2.642,-0.676,-0.242,0.000
2.655,0.577,0.211,0.835,-0.374,0.000
0.464,3.041,-0.547,-0.242,-0.150,0.000
2.059,1.637,0.746,-0.169,0.157,0.000
0.508,3.092,1.040,0.693,-0.255,1.000
0.136,0.214,0.237,0.450,0.847,1.000
0.909,2.261,-0.479,-0.195,-0.109,0.000
0.269,1.497,2.217,-0.727,0.566,0.000
0.133,0.506,1.022,0.840,-0.477,1.000
0.562,2.578,-0.598,0.433,0.491,1.000
0.131,0.617,0.545,0.897,0.000,0.000
1.042,1.180,-0.264,-0.114,0.091,0.000
0.302,2.120,-0.337,-0.184,-0.110,0.000
0.762,1.413,0.500,0.195,-0.081,0.000
0.209,0.543,0.432,1.936,-0.740,1.000
3.177,-0.275,-0.111,0.090,-0.074,0.000
0.272,0.719,0.413,1.061,-0.518,1.000
1.162,0.738,0.243,0.208,-0.088,0.000
0.951,0.414,1.982,-0.634,0.340,1.000
0.511,2.783,-0.523,0.345,-0.156,0.000
0.851,2.024,0.903,0.524,0.634,1.000
0.127,0.522,0.881,1.744,0.000,1.000
0.135,0.491,0.384,-0.370,1.116,1.000
0.404,0.913,2.575,0.831,-0.295,0.000
0.523,1.005,1.486,0.892,-0.351,1.000
0.062,0.311,0.418,-0.534,0.000,0.000
1.025,2.404,-0.505,0.259,0.435,0.000
0.066,0.280,0.417,-0.544,0.000,0.000
0.235,1.178,2.537,-0.725,1.184,0.000
0.116,0.485,0.917,1.673,0.000,0.000
0.496,0.764,2.141,-0.605,0.721,1.000
0.048,0.234,0.294,0.469,-1.092,0.000
2.558,0.561,0.573,0.475,0.341,0.000
1.654,1.518,0.680,0.716,0.826,0.000
1.214,2.723,0.921,0.318,-0.138,0.000
0.640,2.462,1.133,-0.335,0.000,0.000
2.474,0.334,0.207,0.208,-0.063,0.000
0.537,1.104,1.705,1.350,0.000,1.000
0.170,0.581,1.363,1.124,0.000,0.000
0.278,1.630,1.856,1.155,-0.379,1.000
0.228,0.471,1.647,1.184,0.705,0.000
1.136,2.373,1.464,-0.300,-0.168,1.000
0.108,0.305,0.386,-0.664,-1.016,0.000
0.118,0.542,0.738,0.954,1.411,1.000
2.324,0.650,-0.112,0.131,-0.052,0.000
0.612,2.418,0.909,0.425,0.225,0.000
3.426,0.753,-0.143,-0.091,-0.053,0.000
1.439,2.014,-0.531,-0.168,-0.103,0.000
1.157,0.855,1.941,-0.668,-0.261,0.000
0.620,1.855,-0.297,0.241,0.261,0.000
0.297,0.626,2.667,0.974,0.522,1.000
0.102,0.551,0.521,-0.624,2.719,0.000
0.162,0.632,0.746,1.327,-0.638,1.000
0.169,1.441,1.267,0.545,-0.214,0.000
1.404,1.810,-0.342,-0.125,-0.085,0.000
0.460,1.211,0.488,-0.501,0.000,1.000
2.032,0.524,0.118,0.152,-0.191,0.000
2.884,1.030,0.349,0.219,-0.236,0.000
0.302,1.281,1.743,-0.659,-0.302,0.000
1.132,1.404,-0.221,-0.100,0.087,0.000
0.550,2.399,1.564,-0.498,0.000,0.000
0.238,2.446,-0.545,0.576,0.000,0.000
0.409,0.753,1.935,0.942,1.234,1.000
-0.217,0.793,-0.519,1.583,-0.768,1.000
1.179,1.328,-0.231,-0.093,-0.064,0.000
0.671,0.593,2.116,1.026,1.258,1.000
0.628,1.575,-0.285,0.148,-0.066,0.000
0.600,2.234,1.442,-0.237,-0.152,0.000
-0.239,3.211,-0.684,-0.311,-0.169,0.000
0.335,1.506,2.304,-0.684,0.000,0.000
0.279,2.161,0.845,1.080,-0.375,1.000
2.283,-0.200,0.092,0.071,-0.067,0.000
0.182,0.418,1.202,1.724,-0.667,0.000
0.415,2.713,-0.637,0.789,0.885,0.000
1.114,2.285,-0.409,0.266,1.002,0.000
3.644,-0.294,0.159,-0.072,-0.045,0.000
2.314,0.674,-0.091,-0.059,0.048,0.000
0.842,1.870,-0.342,0.327,-0.338,0.000
3.724,-0.302,-0.128,-0.083,-0.061,0.000
2.039,1.226,0.508,0.350,-0.135,0.000
1.458,0.693,-0.129,0.131,0.118,0.000
0.430,2.588,1.361,-0.372,-0.195,0.000
2.168,1.537,0.842,0.709,-0.195,0.000
0.785,2.823,1.235,0.700,0.367,1.000
0.325,0.815,1.529,1.280,1.950,1.000
1.593,0.577,0.174,0.153,0.075,0.000
1.658,1.367,-0.202,0.140,0.133,0.000
0.258,0.894,2.718,-0.680,-0.338,0.000
0.112,0.514,-0.887,1.609,-0.794,1.000
0.284,1.152,2.329,1.276,0.000,0.000
1.408,1.792,-0.344,-0.124,-0.081,0.000
0.029,-0.188,0.383,0.603,0.000,0.000
1.022,2.186,1.286,0.803,-0.227,0.000
0.253,2.692,-0.521,0.274,0.166,0.000
0.243,1.014,2.373,1.039,0.000,0.000
0.541,0.852,2.056,-0.463,0.378,1.000
-0.118,0.620,1.462,0.949,0.000,1.000
0.320,2.883,-0.428,-0.216,-0.139,0.000
1.090,1.973,-0.415,0.189,-0.112,0.000
1.078,0.900,2.517,-0.649,0.383,1.000
0.928,2.511,-0.430,0.970,-0.284,1.000
2.256,0.508,-0.113,-0.066,-0.046,0.000
0.273,2.073,0.627,0.313,0.000,0.000
0.259,1.683,1.178,0.469,0.000,0.000
1.441,0.970,0.396,0.265,-0.163,0.000
0.470,0.435,1.759,0.743,0.422,1.000
0.085,0.387,0.661,0.600,-0.456,0.000
0.301,1.704,1.237,1.884,-0.639,0.000
0.238,1.811,0.682,0.257,0.119,0.000
1.288,2.328,-0.359,-0.201,0.175,0.000
1.030,1.402,1.403,-0.409,1.116,1.000
